Fri Jun 28 02:53:05 2024    profile_data.prof

         513254174 function calls (512834223 primitive calls) in 282.596 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      236    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:897(__exit__)
        1    0.000    0.000    0.000    0.000 __init__.py:126(Termination)
        5    0.000    0.000    0.000    0.000 enum.py:980(__or__)
      366    0.000    0.000    0.000    0.000 sre_parse.py:250(match)
       16    0.000    0.000    0.000    0.000 enum.py:986(__and__)
       44    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:618(_validate_timestamp_pyc)
       44    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:542(_check_name_wrapper)
       22    0.000    0.000    0.000    0.000 std.py:153(__init__)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1474(Board)
      236    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:893(__enter__)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
       24    0.000    0.000    0.000    0.000 dataclasses.py:663(_is_type)
      129    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
        1    0.000    0.000    0.000    0.000 __init__.py:192(<listcomp>)
        4    0.000    0.000    0.000    0.000 typing.py:1016(__init__)
       15    0.000    0.000    0.000    0.000 sre_compile.py:435(_mk_bitmap)
       36    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:421(spec_from_loader)
       56    0.000    0.000    0.000    0.000 sre_compile.py:265(_compile_charset)
       66    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1628(path_hook_for_FileFinder)
        3    0.000    0.000    0.000    0.000 enum.py:937(_missing_)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:1(<module>)
      271    0.000    0.000    0.000    0.000 sre_parse.py:161(__len__)
       55    0.000    0.000    0.000    0.000 sre_compile.py:447(_simple)
       25    0.000    0.000    0.000    0.000 enum.py:590(_find_data_type)
        3    0.000    0.000    0.000    0.000 enum.py:947(_create_pseudo_member_)
        9    0.000    0.000    0.000    0.000 enum.py:626(_find_new_)
      623    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
      151    0.000    0.000    0.000    0.000 enum.py:22(_is_dunder)
        1    0.000    0.000    0.000    0.000 synchronize.py:114(_make_name)
        1    0.000    0.000    0.000    0.000 os.py:44(_get_exports_list)
      151    0.000    0.000    0.000    0.000 enum.py:33(_is_sunder)
       40    0.000    0.000    0.000    0.000 os.py:675(__getitem__)
       28    0.000    0.000    0.000    0.000 inspect.py:2637(__init__)
    16/13    0.000    0.000    0.000    0.000 sre_compile.py:485(_get_literal_prefix)
        1    0.000    0.000    0.000    0.000 threading.py:1386(__init__)
      384    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
       90    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:404(parent)
      178    0.000    0.000    0.000    0.000 sre_parse.py:287(tell)
        1    0.000    0.000    0.000    0.000 __init__.py:1943(basicConfig)
       84    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        2    0.000    0.000    0.000    0.000 typing.py:801(__init__)
       16    0.000    0.000    0.000    0.000 sre_parse.py:225(__init__)
        5    0.000    0.000    0.000    0.000 typing.py:146(_type_check)
        1    0.000    0.000    0.000    0.000 tempfile.py:292(__next__)
       36    0.000    0.000    0.000    0.000 sre_parse.py:356(_escape)
        1    0.000    0.000    0.000    0.000 tempfile.py:800(SpooledTemporaryFile)
       39    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
        3    0.000    0.000    0.000    0.000 enum.py:1026(_decompose)
      145    0.000    0.000    0.000    0.000 sre_parse.py:173(append)
       36    0.000    0.000    0.000    0.000 sre_parse.py:433(_uniq)
      386    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       51    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 __init__.py:253(<listcomp>)
        1    0.000    0.000    0.000    0.000 dataclasses.py:842(_hash_add)
       22    0.000    0.000    0.000    0.000 std.py:167(colour)
        4    0.000    0.000    0.000    0.000 __init__.py:3024(<genexpr>)
       35    0.000    0.000    0.000    0.000 typing.py:986(__setattr__)
       10    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       28    0.000    0.000    0.000    0.000 sre_parse.py:85(opengroup)
      165    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 dataclasses.py:637(_hash_fn)
        2    0.000    0.000    0.000    0.000 typing.py:722(__init__)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:63(__iter__)
      386    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 typing.py:401(__getitem__)
       15    0.000    0.000    0.000    0.000 sre_compile.py:437(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:483(Union)
        1    0.000    0.000    0.000    0.000 {built-in method fcntl.ioctl}
        3    0.000    0.000    0.000    0.000 dataclasses.py:227(_recursive_repr)
        6    0.000    0.000    0.000    0.000 functools.py:35(update_wrapper)
       52    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
      130    0.000    0.000    0.000    0.000 sre_parse.py:112(__init__)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
       51    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:826(find_spec)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:407(__getitem__)
       76    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
       64    0.000    0.000    0.000    0.000 __init__.py:249(square_mirror)
        2    0.000    0.000    0.000    0.000 __init__.py:872(__init__)
       25    0.000    0.000    0.000    0.000 sre_compile.py:477(_get_iscased)
      144    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       51    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      178    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 std.py:1286(fp_write)
        1    0.000    0.000    0.000    0.000 typing.py:1323(__class_getitem__)
        1    0.000    0.000    0.000    0.000 tempfile.py:281(rng)
       25    0.000    0.000    0.000    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
       80    0.000    0.000    0.000    0.000 os.py:759(decode)
        3    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
       44    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        1    0.000    0.000    0.000    0.000 std.py:679(_get_free_pos)
       12    0.000    0.000    0.000    0.000 dataclasses.py:824(_set_new_attribute)
        1    0.000    0.000    0.000    0.000 typing.py:532(Literal)
        4    0.000    0.000    0.000    0.000 typing.py:947(__init__)
       69    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:1138(__getitem__)
       20    0.000    0.000    0.000    0.000 __init__.py:2546(_set_castling_fen)
       41    0.000    0.000    0.000    0.000 os.py:698(__iter__)
        4    0.000    0.000    0.000    0.000 abc.py:110(register)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1494(__init__)
      168    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        2    0.000    0.000    0.000    0.000 random.py:119(__init__)
       20    0.000    0.000    0.000    0.000 sre_parse.py:296(_class_escape)
        2    0.000    0.000    0.000    0.000 threading.py:1129(name)
       24    0.000    0.000    0.000    0.000 <string>:2(__eq__)
        6    0.000    0.000    0.000    0.000 typing.py:137(_type_convert)
        1    0.000    0.000    0.000    0.000 os.py:48(<listcomp>)
      168    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 gui.py:1(<module>)
        2    0.000    0.000    0.000    0.000 random.py:128(seed)
        2    0.000    0.000    0.000    0.000 __init__.py:567(__init__)
        4    0.000    0.000    0.000    0.000 std.py:110(__enter__)
        1    0.000    0.000    0.000    0.000 _monitor.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
      195    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 cProfile.py:1(<module>)
       26    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
       89    0.000    0.000    0.000    0.000 sre_parse.py:82(groups)
        1    0.000    0.000    0.000    0.000 pickle.py:1137(_Unpickler)
        4    0.000    0.000    0.000    0.000 std.py:113(__exit__)
        1    0.000    0.000    0.000    0.000 datetime.py:2185(timezone)
      149    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        1    0.000    0.000    0.000    0.000 {built-in method io.open}
       40    0.000    0.000    0.000    0.000 os.py:755(encode)
        2    0.000    0.000    0.000    0.000 contextlib.py:252(contextmanager)
        1    0.000    0.000    0.000    0.000 process.py:189(name)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
       58    0.000    0.000    0.000    0.000 sre_parse.py:169(__setitem__)
        1    0.000    0.000    0.000    0.000 inspect.py:2920(__init__)
       16    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 codecs.py:319(decode)
        3    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
        3    0.000    0.000    0.000    0.000 threading.py:545(__init__)
      5/4    0.000    0.000    0.000    0.000 abc.py:121(__subclasscheck__)
       96    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1066(__init__)
        9    0.000    0.000    0.000    0.000 enum.py:569(_check_for_existing_members)
        2    0.000    0.000    0.000    0.000 typing.py:664(__init__)
      163    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 std.py:682(<setcomp>)
       86    0.000    0.000    0.000    0.000 {built-in method time.time}
       36    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       22    0.000    0.000    0.000    0.000 utils.py:108(__init__)
       35    0.000    0.000    0.000    0.000 typing.py:935(_is_dunder)
       94    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      132    0.000    0.000    0.000    0.000 {built-in method from_bytes}
       43    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      5/4    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.000    0.000 threading.py:622(Barrier)
        2    0.000    0.000    0.000    0.000 weakref.py:105(__init__)
       38    0.000    0.000    0.000    0.000 __init__.py:23(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        3    0.000    0.000    0.000    0.000 datetime.py:1571(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:1147(copy_with)
       44    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1040(__init__)
       73    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:2071(getLogger)
        8    0.000    0.000    0.000    0.000 dataclasses.py:367(field)
        2    0.000    0.000    0.000    0.000 datetime.py:634(__neg__)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:902(createLock)
      136    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
       36    0.000    0.000    0.000    0.000 types.py:176(__get__)
        2    0.000    0.000    0.000    0.000 {function Random.seed at 0x7fddbe4c7f40}
        1    0.000    0.000    0.000    0.000 __init__.py:1231(__init__)
        9    0.000    0.000    0.000    0.000 enum.py:82(__init__)
       51    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
        9    0.000    0.000    0.000    0.000 enum.py:198(<dictcomp>)
        9    0.000    0.000    0.000    0.000 enum.py:423(__getattr__)
        2    0.000    0.000    0.000    0.000 __init__.py:426(validate)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        2    0.000    0.000    0.000    0.000 datetime.py:1239(__new__)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:27(__exit__)
        1    0.000    0.000    0.000    0.000 random.py:506(choices)
        5    0.000    0.000    0.000    0.000 _weakrefset.py:86(add)
       16    0.000    0.000    0.000    0.000 sre_parse.py:928(fix_flags)
        3    0.000    0.000    0.000    0.000 threading.py:236(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:213(__init__)
        2    0.000    0.000    0.000    0.000 selectors.py:584(_can_use)
        1    0.000    0.000    0.000    0.000 __init__.py:22(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:1315(getLogger)
        1    0.000    0.000    0.000    0.000 util.py:171(register_after_fork)
        1    0.000    0.000    0.000    0.000 __init__.py:633(BaseBoard)
        1    0.000    0.000    0.000    0.000 datetime.py:1563(datetime)
        1    0.000    0.000    0.000    0.000 subprocess.py:648(_use_posix_spawn)
       32    0.000    0.000    0.000    0.000 sre_compile.py:619(isstring)
        1    0.000    0.000    0.000    0.000 threading.py:986(_set_tstate_lock)
       25    0.000    0.000    0.000    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:522(Formatter)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
      101    0.000    0.000    0.000    0.000 enum.py:559(<lambda>)
       16    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
        2    0.000    0.000    0.000    0.000 sre_compile.py:440(_bytes_to_codes)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
        5    0.000    0.000    0.000    0.000 typing.py:206(_collect_type_vars)
        7    0.000    0.000    0.000    0.000 dataclasses.py:400(_tuple_str)
       80    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        9    0.000    0.000    0.000    0.000 sre_compile.py:516(_get_charset_prefix)
        4    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
       36    0.000    0.000    0.000    0.000 sre_compile.py:81(_combine_flags)
        1    0.000    0.000    0.000    0.000 __init__.py:3841(SquareSet)
       11    0.000    0.000    0.000    0.000 dataclasses.py:817(_set_qualname)
        9    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
        1    0.000    0.000    0.000    0.000 threading.py:816(Thread)
        1    0.000    0.000    0.000    0.000 posixpath.py:377(abspath)
        4    0.000    0.000    0.000    0.000 sre_parse.py:268(getuntil)
        1    0.000    0.000    0.000    0.000 subprocess.py:702(Popen)
       44    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       20    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
        3    0.000    0.000    0.000    0.000 dataclasses.py:391(_fields_in_init_order)
        3    0.000    0.000    0.000    0.000 typing.py:515(<genexpr>)
        1    0.000    0.000    0.000    0.000 copyreg.py:109(_slotnames)
       39    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       29    0.000    0.000    0.000    0.000 inspect.py:2969(<genexpr>)
        8    0.000    0.000    0.000    0.000 dataclasses.py:448(_field_init)
        5    0.000    0.000    0.000    0.000 datetime.py:384(_check_date_fields)
        1    0.000    0.000    0.000    0.000 threading.py:568(set)
        2    0.000    0.000    0.000    0.000 __init__.py:247(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 random.py:519(<listcomp>)
        1    0.000    0.000    0.000    0.000 functools.py:393(__get__)
       22    0.000    0.000    0.000    0.000 utils.py:112(__format__)
        2    0.000    0.000    0.000    0.000 __init__.py:431(_format)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
       38    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:486(Piece)
        1    0.000    0.000    0.000    0.000 process.py:71(BaseProcess)
        2    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 typing.py:1350(__init_subclass__)
        1    0.000    0.000    0.000    0.000 subprocess.py:425(CompletedProcess)
        1    0.000    0.000    0.000    0.000 datetime.py:762(date)
       65    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(has_location)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        5    0.000    0.000    0.000    0.000 sre_parse.py:259(getwhile)
        1    0.000    0.000    0.000    0.000 weakref.py:165(__setitem__)
        2    0.000    0.000    0.000    0.000 __init__.py:853(_addHandlerRef)
       44    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
        1    0.000    0.000    0.000    0.000 std.py:131(Bar)
        2    0.000    0.000    0.000    0.000 datetime.py:792(__new__)
        8    0.000    0.000    0.000    0.000 dataclasses.py:286(__init__)
        1    0.000    0.000    0.000    0.000 datetime.py:1214(time)
        1    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:53(_commit_removals)
       49    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       46    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 std.py:76(TqdmDefaultWriteLock)
       22    0.000    0.000    0.000    0.000 std.py:163(colour)
        1    0.000    0.000    0.000    0.000 std.py:438(status_printer)
        2    0.000    0.000    0.000    0.000 weakref.py:290(update)
        5    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        2    0.000    0.000    0.000    0.000 __init__.py:1435(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1448(setLevel)
       31    0.000    0.000    0.000    0.000 dataclasses.py:424(<genexpr>)
        5    0.000    0.000    0.000    0.000 datetime.py:397(_check_time_fields)
       44    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       24    0.000    0.000    0.000    0.000 enum.py:245(<genexpr>)
       16    0.000    0.000    0.000    0.000 dataclasses.py:645(_is_classvar)
        3    0.000    0.000    0.000    0.000 dataclasses.py:572(<listcomp>)
        1    0.000    0.000    0.000    0.000 synchronize.py:360(Barrier)
       51    0.000    0.000    0.000    0.000 __init__.py:89(<lambda>)
        1    0.000    0.000    0.000    0.000 process.py:399(__init__)
        4    0.000    0.000    0.000    0.000 sre_compile.py:456(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 posixpath.py:338(normpath)
        1    0.000    0.000    0.000    0.000 utils.py:125(__eq__)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:21(__enter__)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
       15    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 datetime.py:442(timedelta)
        1    0.000    0.000    0.000    0.000 __init__.py:863(Handler)
        1    0.000    0.000    0.000    0.000 utils.py:266(_supports_unicode)
       41    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       44    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:874(create_module)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        9    0.000    0.000    0.000    0.000 __init__.py:228(_releaseLock)
        1    0.000    0.000    0.000    0.000 threading.py:389(notify_all)
        1    0.000    0.000    0.000    0.000 typing.py:267(_remove_dups_flatten)
        1    0.000    0.000    0.000    0.000 inspect.py:612(unwrap)
        2    0.000    0.000    0.000    0.000 typing.py:1143(<genexpr>)
        1    0.000    0.000    0.000    0.000 reduction.py:33(ForkingPickler)
        3    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 typing.py:1107(__mro_entries__)
       41    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 selectors.py:81(BaseSelector)
        1    0.000    0.000    0.000    0.000 traceback.py:335(StackSummary)
       12    0.000    0.000    0.000    0.000 typing.py:705(__eq__)
        1    0.000    0.000    0.000    0.000 {built-in method fromtimestamp}
       30    0.000    0.000    0.000    0.000 enum.py:446(<genexpr>)
       78    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:1403(_clear_cache)
        1    0.000    0.000    0.000    0.000 synchronize.py:46(SemLock)
        2    0.000    0.000    0.000    0.000 sre_parse.py:868(_parse_flags)
        1    0.000    0.000    0.000    0.000 __init__.py:1420(Logger)
        3    0.000    0.000    0.000    0.000 datetime.py:2205(_create)
        5    0.000    0.000    0.000    0.000 threading.py:90(RLock)
        3    0.000    0.000    0.000    0.000 dataclasses.py:345(__init__)
       77    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
        7    0.000    0.000    0.000    0.000 dataclasses.py:409(<listcomp>)
       14    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 threading.py:800(_maintain_shutdown_locks)
       16    0.000    0.000    0.000    0.000 dataclasses.py:653(_is_initvar)
        1    0.000    0.000    0.000    0.000 __init__.py:1795(LoggerAdapter)
        2    0.000    0.000    0.000    0.000 std.py:1153(_comparable)
        1    0.000    0.000    0.000    0.000 std.py:67(TRLock)
        1    0.000    0.000    0.000    0.000 synchronize.py:90(_make_methods)
        2    0.000    0.000    0.000    0.000 __init__.py:359(getMessage)
        1    0.000    0.000    0.000    0.000 __init__.py:534(Move)
       36    0.000    0.000    0.000    0.000 enum.py:801(value)
        1    0.000    0.000    0.000    0.000 threading.py:224(Condition)
        1    0.000    0.000    0.000    0.000 std.py:1147(__del__)
        1    0.000    0.000    0.000    0.000 utils.py:156(__init__)
       10    0.000    0.000    0.000    0.000 enum.py:724(_generate_next_value_)
        7    0.000    0.000    0.000    0.000 enum.py:451(__members__)
        2    0.000    0.000    0.000    0.000 utils.py:139(__getattr__)
        1    0.000    0.000    0.000    0.000 __init__.py:1784(__init__)
       36    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        2    0.000    0.000    0.000    0.000 __init__.py:3234(is_queenside_castling)
        1    0.000    0.000    0.000    0.000 __init__.py:269(<listcomp>)
        4    0.000    0.000    0.000    0.000 __init__.py:919(release)
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 socket.py:662(SocketIO)
        1    0.000    0.000    0.000    0.000 engine.py:28(Chess_Board)
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
        1    0.000    0.000    0.000    0.000 subprocess.py:141(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 tempfile.py:944(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 __init__.py:1366(_fixupParents)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        8    0.000    0.000    0.000    0.000 dataclasses.py:508(_init_param)
        3    0.000    0.000    0.000    0.000 dataclasses.py:547(<dictcomp>)
        2    0.000    0.000    0.000    0.000 threading.py:1301(_make_invoke_excepthook)
        6    0.000    0.000    0.000    0.000 signal.py:49(decorator)
        7    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
       16    0.000    0.000    0.000    0.000 dataclasses.py:659(_is_kw_only)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:17(__init__)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1500(<genexpr>)
        1    0.000    0.000    0.000    0.000 functools.py:355(__init__)
        1    0.000    0.000    0.000    0.000 util.py:182(Finalize)
        1    0.000    0.000    0.000    0.000 string.py:159(Formatter)
        3    0.000    0.000    0.000    0.000 abc.py:146(update_abstractmethods)
        2    0.000    0.000    0.000    0.000 typing.py:253(_deduplicate)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
        2    0.000    0.000    0.000    0.000 utils.py:187(disable_on_exception)
        1    0.000    0.000    0.000    0.000 subprocess.py:104(CalledProcessError)
        1    0.000    0.000    0.000    0.000 inspect.py:66(get_annotations)
        3    0.000    0.000    0.000    0.000 dataclasses.py:1014(<listcomp>)
        3    0.000    0.000    0.000    0.000 utils.py:152(wrapper_setattr)
        1    0.000    0.000    0.000    0.000 threading.py:983(_set_native_id)
        1    0.000    0.000    0.000    0.000 cProfile.py:28(Profile)
        1    0.000    0.000    0.000    0.000 re.py:269(escape)
       28    0.000    0.000    0.000    0.000 inspect.py:2687(name)
        8    0.000    0.000    0.000    0.000 dataclasses.py:436(_field_assign)
        1    0.000    0.000    0.000    0.000 __init__.py:286(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:150(Outcome)
        9    0.000    0.000    0.000    0.000 typing.py:1031(__eq__)
        1    0.000    0.000    0.000    0.000 __init__.py:1296(__init__)
       40    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        2    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       35    0.000    0.000    0.000    0.000 {built-in method _operator.index}
       23    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        1    0.000    0.000    0.000    0.000 _tqdm_pandas.py:1(<module>)
        6    0.000    0.000    0.000    0.000 __init__.py:193(_checkLevel)
        2    0.000    0.000    0.000    0.000 typing.py:1037(__hash__)
        1    0.000    0.000    0.000    0.000 posixpath.py:60(isabs)
       11    0.000    0.000    0.000    0.000 dataclasses.py:395(<genexpr>)
        1    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        3    0.000    0.000    0.000    0.000 dataclasses.py:591(<listcomp>)
        3    0.000    0.000    0.000    0.000 dataclasses.py:1040(<listcomp>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1163(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:598(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 utils.py:183(DisableOnWriteError)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:840(items)
        1    0.000    0.000    0.000    0.000 synchronize.py:123(Semaphore)
        2    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.000    0.000 __init__.py:1636(addHandler)
        2    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 utils.py:252(_is_utf)
        2    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
        2    0.000    0.000    0.000    0.000 std.py:1157(__hash__)
        4    0.000    0.000    0.000    0.000 __init__.py:786(__init__)
        9    0.000    0.000    0.000    0.000 __init__.py:402(<genexpr>)
        9    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1291(Manager)
        1    0.000    0.000    0.000    0.000 __init__.py:3785(PseudoLegalMoveGenerator)
        2    0.000    0.000    0.000    0.000 utils.py:222(__eq__)
        1    0.000    0.000    0.000    0.000 traceback.py:243(FrameSummary)
        3    0.000    0.000    0.000    0.000 datetime.py:46(_days_before_year)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:795(is_package)
